"","DeltaT","Price","Continent","Verb"
"2017",0.044,10.1169057987846,"America","call"
"2018",0.045,10.1417569785637,"America","call"
"2019",0.046,10.1140505046292,"America","call"
"2020",0.047,10.1277474859688,"America","call"
"2021",0.048,10.0918643719889,"America","call"
"2022",0.049,10.0943436766236,"America","call"
"2023",0.05,10.1907669961671,"America","call"
"2024",0.051,10.1454819138895,"America","call"
"2025",0.052,10.1334365433674,"America","call"
"2026",0.053,10.0798769457911,"America","call"
"2027",0.054,10.1700563476633,"America","call"
"2028",0.055,10.1434463781204,"America","call"
"2029",0.056,10.0804319679067,"America","call"
"2030",0.057,10.1658001051407,"America","call"
"2031",0.058,10.1244671292485,"America","call"
"2032",0.059,10.0519007939834,"America","call"
"2033",0.06,10.1326837692066,"America","call"
"2034",0.061,10.0763463887633,"America","call"
"2035",0.062,10.1535965293703,"America","call"
"2036",0.063,10.0704348735342,"America","call"
"2037",0.064,10.146257145587,"America","call"
"2038",0.065,10.0716418240393,"America","call"
"2039",0.066,10.1440819810886,"America","call"
"2040",0.067,10.0501708459627,"America","call"
"2041",0.068,10.1213156339507,"America","call"
"2042",0.069,10.027947185794,"America","call"
"2043",0.07,10.0958300040214,"America","call"
"2044",0.071,10.1632609456813,"America","call"
"2045",0.072,10.0575901813706,"America","call"
"2046",0.073,10.1238578806535,"America","call"
"2047",0.074,10.1897007124961,"America","call"
"2048",0.075,10.0714353103343,"America","call"
"2049",0.076,10.1341755507186,"America","call"
"2050",0.077,10.0164280507767,"America","call"
"2051",0.078,10.0781153481359,"America","call"
"2052",0.079,10.139432494006,"America","call"
"2053",0.08,10.2003861440192,"America","call"
"2054",0.081,10.0564332962866,"America","call"
"2055",0.082,10.1144033088978,"America","call"
"2056",0.083,10.1720437466742,"America","call"
"2057",0.084,10.0404794411582,"America","call"
"2058",0.085,10.0971838541517,"America","call"
"2059",0.086,10.1535758182807,"America","call"
"2060",0.087,9.98270909185644,"America","call"
"2061",0.088,10.036201982638,"America","call"
"2062",0.089,10.0894116613682,"America","call"
"2063",0.09,10.1423426532856,"America","call"
"2064",0.091,9.99642189864505,"America","call"
"2065",0.092,10.0485106408265,"America","call"
"2066",0.093,10.1003341839593,"America","call"
"2067",0.094,10.1518965819924,"America","call"
"2068",0.095,10.2032017824743,"America","call"
"2069",0.096,9.99599289467504,"America","call"
"2070",0.097,10.0445157611316,"America","call"
"2071",0.098,10.0928055214308,"America","call"
"2072",0.099,10.1408655586056,"America","call"
"2073",0.1,10.1886991713532,"America","call"
"2074",0.101,10.0259988687055,"America","call"
"2075",0.102,10.0730876417441,"America","call"
"2076",0.103,10.1199599879527,"America","call"
"2077",0.104,10.1666188946499,"America","call"
"2078",0.105,10.2130672782755,"America","call"
"2079",0.106,9.96469536647185,"America","call"
"2080",0.107,10.0084511156223,"America","call"
"2081",0.108,10.0520163534469,"America","call"
"2082",0.109,10.0953935902149,"America","call"
"2083",0.11,10.1385852793404,"America","call"
"2084",0.111,10.1815938191811,"America","call"
"2085",0.112,10.0006253729898,"America","call"
"2086",0.113,10.0429685500356,"America","call"
"2087",0.114,10.0851359815609,"America","call"
"2088",0.115,10.1271298605706,"America","call"
"2089",0.116,10.168952333,"America","call"
"2090",0.117,10.2106054991262,"America","call"
"2091",0.118,9.91271058104774,"America","call"
"2092",0.119,9.95174630588667,"America","call"
"2093",0.12,9.99062928087476,"America","call"
"2094",0.121,10.0293613188227,"America","call"
"2095",0.122,10.0679441955418,"America","call"
"2096",0.123,10.106379650899,"America","call"
"2097",0.124,10.1446693898341,"America","call"
"2098",0.125,10.1828150833391,"America","call"
"2099",0.126,9.98073676579795,"America","call"
"2100",0.127,10.0182885444814,"America","call"
"2101",0.128,10.0557015609585,"America","call"
"2102",0.129,10.0929773582057,"America","call"
"2103",0.13,10.1301174496673,"America","call"
"2104",0.131,10.1671233200458,"America","call"
"2105",0.132,10.2039964260657,"America","call"
"2106",0.133,10.2407381972104,"America","call"
"2107",0.134,9.87849935877846,"America","call"
"2108",0.135,9.91269954144981,"America","call"
"2109",0.136,9.94678179927799,"America","call"
"2110",0.137,9.98074736783373,"America","call"
"2111",0.138,10.0145974604077,"America","call"
"2112",0.139,10.0483332685727,"America","call"
"2113",0.14,10.0819559627272,"America","call"
"2114",0.141,10.1154666926222,"America","call"
"2115",0.142,10.1488665878699,"America","call"
"2116",0.143,9.92233916812858,"America","call"
"2117",0.144,9.95520457356309,"America","call"
"2118",0.145,9.98796282507387,"America","call"
"2119",0.146,10.0206149754653,"America","call"
"2120",0.147,10.0531620597311,"America","call"
"2121",0.148,10.0856050954762,"America","call"
"2122",0.149,10.1179450833251,"America","call"
"2123",0.15,10.1501830073191,"America","call"
"2124",0.151,10.1823198353005,"America","call"
"2125",0.152,10.2143565192864,"America","call"
"2126",0.153,10.2462939958306,"America","call"
"2127",0.154,9.80226353499214,"America","call"
"2128",0.155,9.83171551098148,"America","call"
"2129",0.156,9.86107910800787,"America","call"
"2130",0.157,9.89035513413101,"America","call"
"2131",0.158,9.91954438469102,"America","call"
"2132",0.159,9.94864764258807,"America","call"
"2133",0.16,9.97766567855513,"America","call"
"2134",0.161,10.0065992514225,"America","call"
"2135",0.162,10.0354491083752,"America","call"
"2136",0.163,10.0642159852035,"America","call"
"2137",0.164,10.0929006065456,"America","call"
"2138",0.165,10.1215036861248,"America","call"
"2139",0.166,10.1500259269799,"America","call"
"2140",0.167,9.89319055628255,"America","call"
"2141",0.168,9.92123163704028,"America","call"
"2142",0.169,9.94919427565997,"America","call"
"2143",0.17,9.97707913386172,"America","call"
"2144",0.171,10.0048868637486,"America","call"
"2145",0.172,10.0326181080022,"America","call"
"2146",0.173,10.0602735000735,"America","call"
"2147",0.174,10.0878536643685,"America","call"
"2148",0.175,10.1153592164293,"America","call"
"2149",0.176,10.1427907631102,"America","call"
"2150",0.177,10.1701489027496,"America","call"
"2151",0.178,10.1974342253376,"America","call"
"2152",0.179,10.224647312679,"America","call"
"2153",0.18,10.2517887385527,"America","call"
"2154",0.181,10.2788590688667,"America","call"
"2155",0.182,9.72115959836959,"America","call"
"2156",0.183,9.74579600899943,"America","call"
"2157",0.184,9.77036986177133,"America","call"
"2158",0.185,9.79488164208996,"America","call"
"2159",0.186,9.81933182887298,"America","call"
"2160",0.187,9.84372089467231,"America","call"
"2161",0.188,9.86804930579274,"America","call"
"2162",0.189,9.89231752240756,"America","call"
"2163",0.19,9.91652599867168,"America","call"
"2164",0.191,9.9406751828316,"America","call"
"2165",0.192,9.96476551733366,"America","call"
"2166",0.193,9.98879743892876,"America","call"
"2167",0.194,10.0127713787753,"America","call"
"2168",0.195,10.0366877625393,"America","call"
"2169",0.196,10.0605470104931,"America","call"
"2170",0.197,10.0843495376105,"America","call"
"2171",0.198,10.1080957536608,"America","call"
"2172",0.199,10.1317860632999,"America","call"
"2173",0.2,10.1554208661602,"America","call"
"2174",0.201,9.85988380192703,"America","call"
"2175",0.202,9.88308130100188,"America","call"
"2176",0.203,9.90622475322232,"America","call"
"2177",0.204,9.92931453845668,"America","call"
"2178",0.205,9.95235103197117,"America","call"
"2179",0.206,9.9753346045079,"America","call"
"2180",0.207,9.99826562236155,"America","call"
"2181",0.208,10.0211444474538,"America","call"
"2182",0.209,10.0439714374072,"America","call"
"2183",0.21,10.0667469456161,"America","call"
"2184",0.211,10.0894713213171,"America","call"
"2185",0.212,10.1121449096576,"America","call"
"2186",0.213,10.134768051763,"America","call"
"2187",0.214,10.1573410848024,"America","call"
"2188",0.215,10.1798643420528,"America","call"
"2189",0.216,10.2023381529626,"America","call"
"2190",0.217,10.2247628432126,"America","call"
"2191",0.218,10.2471387347771,"America","call"
"2192",0.219,10.2694661459827,"America","call"
"2193",0.22,10.2917453915665,"America","call"
"2194",0.221,10.3139767827328,"America","call"
"2195",0.222,10.3361606272085,"America","call"
"2196",0.223,9.6114303940143,"America","call"
"2197",0.224,9.63122305428068,"America","call"
"2198",0.225,9.65097471217295,"America","call"
"2199",0.226,9.67068562817092,"America","call"
"2200",0.227,9.69035605990336,"America","call"
"2201",0.228,9.70998626219206,"America","call"
"2202",0.229,9.72957648709426,"America","call"
"2203",0.23,9.74912698394514,"America","call"
"2204",0.231,9.76863799939879,"America","call"
"2205",0.232,9.78810977746859,"America","call"
"2206",0.233,9.80754255956707,"America","call"
"2207",0.234,9.82693658454473,"America","call"
"2208",0.235,9.84629208872791,"America","call"
"2209",0.236,9.86560930595669,"America","call"
"2210",0.237,9.88488846762106,"America","call"
"2211",0.238,9.90412980269732,"America","call"
"2212",0.239,9.92333353778321,"America","call"
"2213",0.24,9.94249989713263,"America","call"
"2214",0.241,9.96162910268967,"America","call"
"2215",0.242,9.9807213741219,"America","call"
"2216",0.243,9.99977692885322,"America","call"
"2217",0.244,10.0187959820959,"America","call"
"2218",0.245,10.0377787468825,"America","call"
"2219",0.246,10.0567254340962,"America","call"
"2220",0.247,10.075636252502,"America","call"
"2221",0.248,10.0945114087759,"America","call"
"2222",0.249,10.1133511075346,"America","call"
"2223",0.25,10.1321555513644,"America","call"
"2224",0.251,9.78459379064614,"America","call"
"2225",0.252,9.80299381620411,"America","call"
"2226",0.253,9.82135941395177,"America","call"
"2227",0.254,9.83969077829675,"America","call"
"2228",0.255,9.85798810175409,"America","call"
"2229",0.256,9.87625157497234,"America","call"
"2230",0.257,9.89448138675881,"America","call"
"2231",0.258,9.91267772410457,"America","call"
"2232",0.259,9.93084077220896,"America","call"
"2233",0.26,9.94897071450373,"America","call"
"2234",0.261,9.96706773267659,"America","call"
"2235",0.262,9.98513200669471,"America","call"
"2236",0.263,10.0031637148273,"America","call"
"2237",0.264,10.0211630336683,"America","call"
"2238",0.265,10.0391301381585,"America","call"
"2239",0.266,10.057065201607,"America","call"
"2240",0.267,10.0749683957131,"America","call"
"2241",0.268,10.0928398905865,"America","call"
"2242",0.269,10.1106798547687,"America","call"
"2243",0.27,10.1284884552531,"America","call"
"2244",0.271,10.1462658575045,"America","call"
"2245",0.272,10.1640122254797,"America","call"
"2246",0.273,10.1817277216456,"America","call"
"2247",0.274,10.1994125069992,"America","call"
"2248",0.275,10.2170667410859,"America","call"
"2249",0.276,10.2346905820179,"America","call"
"2250",0.277,10.252284186492,"America","call"
"2251",0.278,10.269847709808,"America","call"
"2252",0.279,10.2873813058857,"America","call"
"2253",0.28,10.3048851272824,"America","call"
"2254",0.281,10.3223593252095,"America","call"
"2255",0.282,10.3398040495497,"America","call"
"2256",0.283,10.3572194488729,"America","call"
"2257",0.284,10.3746056704526,"America","call"
"2258",0.285,10.3919628602819,"America","call"
"2259",0.286,9.40350460304233,"America","call"
"2260",0.287,9.41849101895577,"America","call"
"2261",0.288,9.43345326591145,"America","call"
"2262",0.289,9.44839146409876,"America","call"
"2263",0.29,9.46330573267773,"America","call"
"2264",0.291,9.47819618979144,"America","call"
"2265",0.292,9.49306295257804,"America","call"
"2266",0.293,9.50790613718297,"America","call"
"2267",0.294,9.52272585877048,"America","call"
"2268",0.295,9.53752223153562,"America","call"
"2269",0.296,9.5522953687153,"America","call"
"2270",0.297,9.56704538259984,"America","call"
"2271",0.298,9.58177238454401,"America","call"
"2272",0.299,9.59647648497793,"America","call"
"2273",0.3,9.61115779341786,"America","call"
"2274",0.301,9.62581641847678,"America","call"
"2275",0.302,9.640452467875,"America","call"
"2276",0.303,9.65506604845021,"America","call"
"2277",0.304,9.66965726616789,"America","call"
"2278",0.305,9.68422622613108,"America","call"
"2279",0.306,9.6987730325904,"America","call"
"2280",0.307,9.71329778895365,"America","call"
"2281",0.308,9.72780059779542,"America","call"
"2282",0.309,9.74228156086655,"America","call"
"2283",0.31,9.75674077910327,"America","call"
"2284",0.311,9.77117835263661,"America","call"
"2285",0.312,9.78559438080118,"America","call"
"2286",0.313,9.79998896214416,"America","call"
"2287",0.314,9.81436219443409,"America","call"
"2288",0.315,9.82871417466941,"America","call"
"2289",0.316,9.84304499908713,"America","call"
"2290",0.317,9.85735476317112,"America","call"
"2291",0.318,9.87164356166043,"America","call"
"2292",0.319,9.88591148855729,"America","call"
"2293",0.32,9.90015863713547,"America","call"
"2294",0.321,9.9143850999479,"America","call"
"2295",0.322,9.92859096883476,"America","call"
"2296",0.323,9.94277633493088,"America","call"
"2297",0.324,9.95694128867372,"America","call"
"2298",0.325,9.97108591981046,"America","call"
"2299",0.326,9.98521031740582,"America","call"
"2300",0.327,9.99931456984903,"America","call"
"2301",0.328,10.0133987648611,"America","call"
"2302",0.329,10.027462989502,"America","call"
"2303",0.33,10.0415073301777,"America","call"
"2304",0.331,10.0555318726468,"America","call"
"2305",0.332,10.0695367020278,"America","call"
"2306",0.333,10.0835219028052,"America","call"
"2307",0.334,9.65868824798207,"America","call"
"2308",0.335,9.6722914198279,"America","call"
"2309",0.336,9.68587538454029,"America","call"
"2310",0.337,9.6994402239484,"America","call"
"2311",0.338,9.71298601928072,"America","call"
"2312",0.339,9.72651285117117,"America","call"
"2313",0.34,9.74002079966531,"America","call"
"2314",0.341,9.75350994422633,"America","call"
"2315",0.342,9.76698036374106,"America","call"
"2316",0.343,9.78043213652572,"America","call"
"2317",0.344,9.79386534033181,"America","call"
"2318",0.345,9.80728005235181,"America","call"
"2319",0.346,9.82067634922481,"America","call"
"2320",0.347,9.83405430704218,"America","call"
"2321",0.348,9.84741400135279,"America","call"
"2322",0.349,9.86075550716884,"America","call"
"2323",0.35,9.87407889897085,"America","call"
"2324",0.351,9.8873842507132,"America","call"
"2325",0.352,9.90067163582926,"America","call"
"2326",0.353,9.91394112723648,"America","call"
"2327",0.354,9.92719279734168,"America","call"
"2328",0.355,9.94042671804581,"America","call"
"2329",0.356,9.95364296074909,"America","call"
"2330",0.357,9.96684159635597,"America","call"
"2331",0.358,9.9800226952797,"America","call"
"2332",0.359,9.99318632744741,"America","call"
"2333",0.36,10.0063325623047,"America","call"
"2334",0.361,10.0194614688201,"America","call"
"2335",0.362,10.0325731154901,"America","call"
"2336",0.363,10.0456675703433,"America","call"
"2337",0.364,10.0587449009452,"America","call"
"2338",0.365,10.0718051744025,"America","call"
"2339",0.366,10.0848484573672,"America","call"
"2340",0.367,10.0978748160415,"America","call"
"2341",0.368,10.1108843161815,"America","call"
"2342",0.369,10.123877023102,"America","call"
"2343",0.37,10.1368530016801,"America","call"
"2344",0.371,10.1498123163598,"America","call"
"2345",0.372,10.1627550311554,"America","call"
"2346",0.373,10.1756812096566,"America","call"
"2347",0.374,10.1885909150312,"America","call"
"2348",0.375,10.2014842100301,"America","call"
"2349",0.376,10.2143611569905,"America","call"
"2350",0.377,10.2272218178402,"America","call"
"2351",0.378,10.2400662541007,"America","call"
"2352",0.379,10.2528945268919,"America","call"
"2353",0.38,10.2657066969349,"America","call"
"2354",0.381,10.2785028245562,"America","call"
"2355",0.382,10.2912829696911,"America","call"
"2356",0.383,10.3040471918873,"America","call"
"2357",0.384,10.3167955503085,"America","call"
"2358",0.385,10.3295281037377,"America","call"
"2359",0.386,10.3422449105807,"America","call"
"2360",0.387,10.3549460288699,"America","call"
"2361",0.388,10.3676315162669,"America","call"
"2362",0.389,10.3803014300664,"America","call"
"2363",0.39,10.3929558271995,"America","call"
"2364",0.391,10.4055947642366,"America","call"
"2365",0.392,10.4182182973907,"America","call"
"2366",0.393,10.4308264825209,"America","call"
"2367",0.394,10.4434193751352,"America","call"
"2368",0.395,10.4559970303936,"America","call"
"2369",0.396,10.4685595031114,"America","call"
"2370",0.397,10.4811068477621,"America","call"
"2371",0.398,10.4936391184804,"America","call"
"2372",0.399,10.5061563690649,"America","call"
"2373",0.4,10.5186586529819,"America","call"
"2374",0.401,9.03682038572111,"America","call"
"2375",0.402,9.04695427279528,"America","call"
"2376",0.403,9.0570765465653,"America","call"
"2377",0.404,9.06718724842956,"America","call"
"2378",0.405,9.07728641953269,"America","call"
"2379",0.406,9.08737410076751,"America","call"
"2380",0.407,9.09745033277742,"America","call"
"2381",0.408,9.10751515595842,"America","call"
"2382",0.409,9.11756861046123,"America","call"
"2383",0.41,9.12761073619339,"America","call"
"2384",0.411,9.13764157282132,"America","call"
"2385",0.412,9.14766115977237,"America","call"
"2386",0.413,9.15766953623694,"America","call"
"2387",0.414,9.16766674117026,"America","call"
"2388",0.415,9.17765281329461,"America","call"
"2389",0.416,9.18762779110109,"America","call"
"2390",0.417,9.19759171285165,"America","call"
"2391",0.418,9.20754461658103,"America","call"
"2392",0.419,9.21748654009858,"America","call"
"2393",0.42,9.22741752099018,"America","call"
"2394",0.421,9.23733759662004,"America","call"
"2395",0.422,9.24724680413266,"America","call"
"2396",0.423,9.25714518045451,"America","call"
"2397",0.424,9.26703276229591,"America","call"
"2398",0.425,9.27690958615275,"America","call"
"2399",0.426,9.2867756883083,"America","call"
"2400",0.427,9.29663110483496,"America","call"
"2401",0.428,9.30647587159583,"America","call"
"2402",0.429,9.31631002424665,"America","call"
"2403",0.43,9.32613359823736,"America","call"
"2404",0.431,9.33594662881373,"America","call"
"2405",0.432,9.34574915101905,"America","call"
"2406",0.433,9.35554119969582,"America","call"
"2407",0.434,9.36532280948732,"America","call"
"2408",0.435,9.37509401483914,"America","call"
"2409",0.436,9.38485485000088,"America","call"
"2410",0.437,9.39460534902769,"America","call"
"2411",0.438,9.40434554578176,"America","call"
"2412",0.439,9.4140754739339,"America","call"
"2413",0.44,9.42379516696508,"America","call"
"2414",0.441,9.43350465816788,"America","call"
"2415",0.442,9.44320398064806,"America","call"
"2416",0.443,9.45289316732586,"America","call"
"2417",0.444,9.46257225093774,"America","call"
"2418",0.445,9.47224126403755,"America","call"
"2419",0.446,9.48190023899812,"America","call"
"2420",0.447,9.49154920801262,"America","call"
"2421",0.448,9.50118820309593,"America","call"
"2422",0.449,9.51081725608616,"America","call"
"2423",0.45,9.52043639864583,"America","call"
"2424",0.451,9.53004566226336,"America","call"
"2425",0.452,9.53964507825442,"America","call"
"2426",0.453,9.54923467776319,"America","call"
"2427",0.454,9.55881449176368,"America","call"
"2428",0.455,9.56838455106117,"America","call"
"2429",0.456,9.57794488629331,"America","call"
"2430",0.457,9.58749552793154,"America","call"
"2431",0.458,9.59703650628228,"America","call"
"2432",0.459,9.60656785148826,"America","call"
"2433",0.46,9.61608959352973,"America","call"
"2434",0.461,9.6256017622256,"America","call"
"2435",0.462,9.63510438723481,"America","call"
"2436",0.463,9.64459749805743,"America","call"
"2437",0.464,9.65408112403596,"America","call"
"2438",0.465,9.66355529435636,"America","call"
"2439",0.466,9.67302003804936,"America","call"
"2440",0.467,9.68247538399157,"America","call"
"2441",0.468,9.69192136090662,"America","call"
"2442",0.469,9.70135799736633,"America","call"
"2443",0.47,9.71078532179178,"America","call"
"2444",0.471,9.72020336245446,"America","call"
"2445",0.472,9.72961214747747,"America","call"
"2446",0.473,9.7390117048364,"America","call"
"2447",0.474,9.74840206236069,"America","call"
"2448",0.475,9.7577832477344,"America","call"
"2449",0.476,9.76715528849756,"America","call"
"2450",0.477,9.77651821204706,"America","call"
"2451",0.478,9.78587204563774,"America","call"
"2452",0.479,9.79521681638338,"America","call"
"2453",0.48,9.8045525512578,"America","call"
"2454",0.481,9.8138792770959,"America","call"
"2455",0.482,9.82319702059446,"America","call"
"2456",0.483,9.83250580831349,"America","call"
"2457",0.484,9.84180566667681,"America","call"
"2458",0.485,9.85109662197339,"America","call"
"2459",0.486,9.86037870035809,"America","call"
"2460",0.487,9.86965192785269,"America","call"
"2461",0.488,9.87891633034692,"America","call"
"2462",0.489,9.88817193359925,"America","call"
"2463",0.49,9.89741876323789,"America","call"
"2464",0.491,9.90665684476182,"America","call"
"2465",0.492,9.91588620354159,"America","call"
"2466",0.493,9.92510686482023,"America","call"
"2467",0.494,9.93431885371417,"America","call"
"2468",0.495,9.9435221952142,"America","call"
"2469",0.496,9.95271691418622,"America","call"
"2470",0.497,9.96190303537227,"America","call"
"2471",0.498,9.97108058339129,"America","call"
"2472",0.499,9.98024958273999,"America","call"
"2473",0.5,9.98941005779374,"America","call"
"2474",0.501,9.42900292699812,"America","call"
"2475",0.502,9.43779226351716,"America","call"
"2476",0.503,9.44657325966566,"America","call"
"2477",0.504,9.45534593926118,"America","call"
"2478",0.505,9.46411032600433,"America","call"
"2479",0.506,9.47286644347947,"America","call"
"2480",0.507,9.48161431515569,"America","call"
"2481",0.508,9.49035396438735,"America","call"
"2482",0.509,9.49908541441506,"America","call"
"2483",0.51,9.50780868836644,"America","call"
"2484",0.511,9.51652380925679,"America","call"
"2485",0.512,9.52523079998992,"America","call"
"2486",0.513,9.53392968335896,"America","call"
"2487",0.514,9.54262048204698,"America","call"
"2488",0.515,9.5513032186279,"America","call"
"2489",0.516,9.55997791556709,"America","call"
"2490",0.517,9.56864459522217,"America","call"
"2491",0.518,9.57730327984374,"America","call"
"2492",0.519,9.58595399157604,"America","call"
"2493",0.52,9.59459675245774,"America","call"
"2494",0.521,9.60323158442263,"America","call"
"2495",0.522,9.61185850930028,"America","call"
"2496",0.523,9.62047754881679,"America","call"
"2497",0.524,9.62908872459539,"America","call"
"2498",0.525,9.63769205815727,"America","call"
"2499",0.526,9.64628757092211,"America","call"
"2500",0.527,9.65487528420885,"America","call"
"2501",0.528,9.66345521923632,"America","call"
"2502",0.529,9.67202739712387,"America","call"
"2503",0.53,9.68059183889213,"America","call"
"2504",0.531,9.6891485654635,"America","call"
"2505",0.532,9.69769759766294,"America","call"
"2506",0.533,9.70623895621855,"America","call"
"2507",0.534,9.71477266176219,"America","call"
"2508",0.535,9.72329873483013,"America","call"
"2509",0.536,9.73181719586364,"America","call"
"2510",0.537,9.74032806520965,"America","call"
"2511",0.538,9.74883136312134,"America","call"
"2512",0.539,9.75732710975881,"America","call"
"2513",0.54,9.76581532518951,"America","call"
"2514",0.541,9.77429602938906,"America","call"
"2515",0.542,9.78276924224166,"America","call"
"2516",0.543,9.79123498354079,"America","call"
"2517",0.544,9.79969327298975,"America","call"
"2518",0.545,9.80814413020224,"America","call"
"2519",0.546,9.8165875747029,"America","call"
"2520",0.547,9.82502362592795,"America","call"
"2521",0.548,9.83345230322572,"America","call"
"2522",0.549,9.84187362585718,"America","call"
"2523",0.55,9.85028761299651,"America","call"
"2524",0.551,9.85869428373172,"America","call"
"2525",0.552,9.86709365706505,"America","call"
"2526",0.553,9.87548575191367,"America","call"
"2527",0.554,9.88387058711009,"America","call"
"2528",0.555,9.89224818140275,"America","call"
"2529",0.556,9.90061855345657,"America","call"
"2530",0.557,9.90898172185345,"America","call"
"2531",0.558,9.91733770509271,"America","call"
"2532",0.559,9.92568652159176,"America","call"
"2533",0.56,9.9340281896865,"America","call"
"2534",0.561,9.94236272763188,"America","call"
"2535",0.562,9.95069015360234,"America","call"
"2536",0.563,9.95901048569235,"America","call"
"2537",0.564,9.96732374191697,"America","call"
"2538",0.565,9.9756299402122,"America","call"
"2539",0.566,9.98392909843556,"America","call"
"2540",0.567,9.99222123436662,"America","call"
"2541",0.568,10.0005063657073,"America","call"
"2542",0.569,10.0087845100826,"America","call"
"2543",0.57,10.0170556850407,"America","call"
"2544",0.571,10.025319908054,"America","call"
"2545",0.572,10.033577196519,"America","call"
"2546",0.573,10.0418275677571,"America","call"
"2547",0.574,10.0500710390148,"America","call"
"2548",0.575,10.0583076274645,"America","call"
"2549",0.576,10.0665373502048,"America","call"
"2550",0.577,10.0747602242608,"America","call"
"2551",0.578,10.0829762665846,"America","call"
"2552",0.579,10.0911854940559,"America","call"
"2553",0.58,10.0993879234824,"America","call"
"2554",0.581,10.1075835716,"America","call"
"2555",0.582,10.1157724550735,"America","call"
"2556",0.583,10.1239545904969,"America","call"
"2557",0.584,10.1321299943938,"America","call"
"2558",0.585,10.140298683218,"America","call"
"2559",0.586,10.1484606733535,"America","call"
"2560",0.587,10.1566159811156,"America","call"
"2561",0.588,10.1647646227504,"America","call"
"2562",0.589,10.1729066144362,"America","call"
"2563",0.59,10.1810419722832,"America","call"
"2564",0.591,10.189170712334,"America","call"
"2565",0.592,10.1972928505644,"America","call"
"2566",0.593,10.2054084028831,"America","call"
"2567",0.594,10.2135173851329,"America","call"
"2568",0.595,10.2216198130906,"America","call"
"2569",0.596,10.2297157024672,"America","call"
"2570",0.597,10.2378050689088,"America","call"
"2571",0.598,10.2458879279968,"America","call"
"2572",0.599,10.2539642952481,"America","call"
"2573",0.6,10.2620341861156,"America","call"
"2574",0.601,10.2700976159884,"America","call"
"2575",0.602,10.2781546001927,"America","call"
"2576",0.603,10.2862051539915,"America","call"
"2577",0.604,10.2942492925852,"America","call"
"2578",0.605,10.3022870311124,"America","call"
"2579",0.606,10.3103183846496,"America","call"
"2580",0.607,10.3183433682117,"America","call"
"2581",0.608,10.3263619967528,"America","call"
"2582",0.609,10.3343742851661,"America","call"
"2583",0.61,10.3423802482844,"America","call"
"2584",0.611,10.3503799008802,"America","call"
"2585",0.612,10.3583732576668,"America","call"
"2586",0.613,10.3663603332975,"America","call"
"2587",0.614,10.3743411423669,"America","call"
"2588",0.615,10.382315699411,"America","call"
"2589",0.616,10.3902840189071,"America","call"
"2590",0.617,10.3982461152745,"America","call"
"2591",0.618,10.406202002875,"America","call"
"2592",0.619,10.4141516960128,"America","call"
"2593",0.62,10.4220952089351,"America","call"
"2594",0.621,10.4300325558323,"America","call"
"2595",0.622,10.4379637508383,"America","call"
"2596",0.623,10.445888808031,"America","call"
"2597",0.624,10.4538077414325,"America","call"
"2598",0.625,10.4617205650094,"America","call"
"2599",0.626,10.4696272926728,"America","call"
"2600",0.627,10.4775279382795,"America","call"
"2601",0.628,10.4854225156312,"America","call"
"2602",0.629,10.4933110384756,"America","call"
"2603",0.63,10.5011935205063,"America","call"
"2604",0.631,10.5090699753633,"America","call"
"2605",0.632,10.5169404166332,"America","call"
"2606",0.633,10.5248048578495,"America","call"
"2607",0.634,10.5326633124929,"America","call"
"2608",0.635,10.5405157939918,"America","call"
"2609",0.636,10.5483623157219,"America","call"
"2610",0.637,10.5562028910075,"America","call"
"2611",0.638,10.5640375331209,"America","call"
"2612",0.639,10.5718662552833,"America","call"
"2613",0.64,10.5796890706645,"America","call"
"2614",0.641,10.5875059923838,"America","call"
"2615",0.642,10.5953170335099,"America","call"
"2616",0.643,10.603122207061,"America","call"
"2617",0.644,10.6109215260057,"America","call"
"2618",0.645,10.6187150032626,"America","call"
"2619",0.646,10.6265026517009,"America","call"
"2620",0.647,10.6342844841408,"America","call"
"2621",0.648,10.6420605133534,"America","call"
"2622",0.649,10.6498307520611,"America","call"
"2623",0.65,10.6575952129382,"America","call"
"2624",0.651,10.6653539086106,"America","call"
"2625",0.652,10.6731068516564,"America","call"
"2626",0.653,10.6808540546062,"America","call"
"2627",0.654,10.688595529943,"America","call"
"2628",0.655,10.6963312901029,"America","call"
"2629",0.656,10.704061347475,"America","call"
"2630",0.657,10.711785714402,"America","call"
"2631",0.658,10.7195044031799,"America","call"
"2632",0.659,10.7272174260589,"America","call"
"2633",0.66,10.7349247952431,"America","call"
"2634",0.661,10.7426265228911,"America","call"
"2635",0.662,10.7503226211161,"America","call"
"2636",0.663,10.7580131019861,"America","call"
"2637",0.664,10.7656979775241,"America","call"
"2638",0.665,10.7733772597087,"America","call"
"2639",0.666,10.7810509604737,"America","call"
"2640",0.667,8.08292120257482,"America","call"
"2641",0.668,8.08816981692438,"America","call"
"2642",0.669,8.09341485408498,"America","call"
"2643",0.67,8.09865632179282,"America","call"
"2644",0.671,8.10389422775542,"America","call"
"2645",0.672,8.10912857965185,"America","call"
"2646",0.673,8.11435938513277,"America","call"
"2647",0.674,8.11958665182062,"America","call"
"2648",0.675,8.12481038730981,"America","call"
"2649",0.676,8.1300305991668,"America","call"
"2650",0.677,8.13524729493029,"America","call"
"2651",0.678,8.14046048211133,"America","call"
"2652",0.679,8.1456701681935,"America","call"
